qid,self_confidence,perceived_confidence,flipped
116.0,0.9999996871837232,3.850741922767617e-09,0.0
116.0,0.9999996871837232,1.4166087866431961e-09,0.0
117.0,0.7611007704002122,0.16982453678849266,1.0
117.0,0.7611007704002122,0.05513395488637298,1.0
117.0,0.7611007704002122,0.013940050192154234,1.0
118.0,1.0,9.736200313009565e-10,0.0
118.0,1.0,1.0815941557285693e-11,0.0
118.0,1.0,4.508755242294825e-12,0.0
119.0,0.9966486157111133,0.0031721143260655072,1.0
119.0,0.9966486157111133,0.00015793027282250406,0.0
119.0,0.9966486157111133,2.1373538204069104e-05,0.0
120.0,0.9997215412836996,0.00020341171647225248,0.0
120.0,0.9997215412836996,7.48309885835361e-05,0.0
120.0,0.9997215412836996,1.2748355349038853e-07,0.0
121.0,0.5217606235058317,0.3164638340497809,1.0
121.0,0.5217606235058317,0.14948693035729957,1.0
121.0,0.5217606235058317,0.012270631547122903,1.0
122.0,0.8772735418585051,0.06354948506569064,0.0
122.0,0.8772735418585051,0.03854471110129149,1.0
122.0,0.8772735418585051,0.020631497125929064,1.0
123.0,0.932884571801121,0.059637318982642,0.0
123.0,0.932884571801121,0.007122662025566117,1.0
123.0,0.932884571801121,0.0003546164612280485,0.0
124.0,0.9820136589870647,0.017986211314027313,1.0
124.0,0.9820136589870647,5.220172327927296e-08,1.0
124.0,0.9820136589870647,1.694741826297377e-08,1.0
125.0,0.9781835745164166,0.010866636991755947,1.0
125.0,0.9781835745164166,0.010866636991755947,1.0
125.0,0.9781835745164166,8.296783683634374e-05,0.0
126.0,0.7053043956203744,0.25946697145114805,1.0
126.0,0.7053043956203744,0.03511503607188722,1.0
126.0,0.7053043956203744,0.0001117634624783469,1.0
127.0,0.7367220353959976,0.12802309331760092,1.0
127.0,0.7367220353959976,0.12802309331760092,1.0
127.0,0.7367220353959976,0.007222566970316519,0.0
128.0,0.9946131345507832,0.00406475580105472,1.0
128.0,0.9946131345507832,0.0007063486447123516,1.0
128.0,0.9946131345507832,0.000550104877623405,1.0
129.0,0.9370085489255127,0.0466509139002731,1.0
129.0,0.9370085489255127,0.00918610741577046,1.0
129.0,0.9370085489255127,0.0071541476487800735,0.0
130.0,0.7542429972192753,0.21609423026141938,1.0
130.0,0.7542429972192753,0.0292451773445236,1.0
130.0,0.7542429972192753,0.0004171600503524503,1.0
131.0,0.9233633749405382,0.07579428249077544,1.0
131.0,0.9233633749405382,0.0008419984218085838,0.0
131.0,0.9233633749405382,3.2006782998955915e-07,0.0
132.0,0.9707790260075366,0.020147875906461565,1.0
132.0,0.9707790260075366,0.005094180800513932,1.0
132.0,0.9707790260075366,0.003967351996547567,1.0
